20250101 231100;1.037430;1.037440;1.037420;1.037420;0
20250101 231200;1.037410;1.037440;1.037410;1.037440;0
20250101 231300;1.037440;1.037440;1.037430;1.037440;0
20250101 231400;1.037450;1.037560;1.037410;1.037430;0
20250101 231500;1.037420;1.037450;1.037370;1.037390;0
20250101 231600;1.037400;1.037510;1.037350;1.037470;0
20250101 231700;1.037460;1.037460;1.037370;1.037380;0
20250101 231800;1.037380;1.037400;1.037360;1.037360;0
20250101 231900;1.037350;1.037400;1.037350;1.037370;0
20250101 232000;1.037390;1.037390;1.037310;1.037310;0
20250101 232100;1.037300;1.037300;1.037170;1.037190;0
20250101 232200;1.037190;1.037260;1.037190;1.037200;0
20250101 232300;1.037210;1.037330;1.037210;1.037310;0
20250101 232400;1.037300;1.037300;1.037260;1.037260;0
20250101 232500;1.037250;1.037250;1.037210;1.037240;0
20250101 232600;1.037240;1.037250;1.037170;1.037170;0
20250101 232700;1.037180;1.037180;1.037100;1.037120;0
20250101 232800;1.037110;1.037140;1.037090;1.037120;0
20250101 232900;1.037140;1.037150;1.037100;1.037110;0
20250101 233000;1.037120;1.037130;1.037040;1.037130;0
20250101 233100;1.037130;1.037160;1.037060;1.037070;0
20250101 233200;1.037060;1.037060;1.036960;1.036990;0
20250101 233300;1.037000;1.037010;1.036880;1.036890;0
20250101 233400;1.036880;1.036890;1.036810;1.036850;0
20250101 233500;1.036860;1.036860;1.036830;1.036840;0
20250101 233600;1.036830;1.036840;1.036830;1.036840;0
20250101 233700;1.036830;1.036850;1.036770;1.036780;0
20250101 233800;1.036780;1.036830;1.036740;1.036760;0
20250101 233900;1.036760;1.036760;1.036710;1.036710;0
20250101 234000;1.036720;1.036750;1.036670;1.036670;0
20250101 234100;1.036710;1.036710;1.036670;1.036670;0
20250101 234200;1.036680;1.036730;1.036680;1.036680;0
20250101 234300;1.036690;1.036690;1.036660;1.036660;0
20250101 234400;1.036640;1.036690;1.036640;1.036690;0
20250101 234500;1.036690;1.036690;1.036650;1.036680;0
20250101 234600;1.036670;1.036770;1.036640;1.036710;0
20250101 234700;1.036720;1.036810;1.036690;1.036810;0
20250101 234800;1.036810;1.036830;1.036810;1.036810;0
20250101 234900;1.036830;1.036890;1.036830;1.036890;0
20250101 235000;1.036900;1.036940;1.036900;1.036920;0
20250101 235100;1.036910;1.036920;1.036910;1.036910;0
20250101 235200;1.036930;1.036940;1.036870;1.036880;0
20250101 235300;1.036870;1.036920;1.036870;1.036920;0
20250101 235400;1.036920;1.036940;1.036910;1.036930;0
20250101 235500;1.036940;1.037050;1.036940;1.036960;0
20250101 235600;1.036950;1.036950;1.036910;1.036930;0
20250101 235700;1.036920;1.036920;1.036900;1.036920;0
20250101 235800;1.036910;1.036940;1.036910;1.036940;0
20250101 235900;1.036930;1.036990;1.036920;1.036920;0
20250102 000000;1.036930;1.036940;1.036930;1.036930;0
20250102 000100;1.036940;1.036990;1.036930;1.036940;0
20250102 000200;1.036960;1.037060;1.036960;1.037000;0
20250102 000300;1.037010;1.037020;1.036990;1.037000;0
20250102 000400;1.037000;1.037000;1.036920;1.036920;0
20250102 000500;1.036920;1.036920;1.036850;1.036870;0
20250102 000600;1.036880;1.036880;1.036860;1.036860;0
20250102 000700;1.036870;1.036890;1.036730;1.036730;0
20250102 000800;1.036740;1.036740;1.036630;1.036640;0
20250102 000900;1.036670;1.036670;1.036550;1.036560;0
20250102 001000;1.036560;1.036630;1.036560;1.036600;0
20250102 001100;1.036610;1.036630;1.036600;1.036630;0
20250102 001200;1.036630;1.036680;1.036630;1.036660;0
20250102 001300;1.036670;1.036680;1.036620;1.036620;0
20250102 001400;1.036630;1.036630;1.036570;1.036620;0
20250102 001500;1.036630;1.036650;1.036580;1.036580;0
20250102 001600;1.036590;1.036620;1.036570;1.036570;0
20250102 001700;1.036540;1.036570;1.036490;1.036560;0
20250102 001800;1.036570;1.036570;1.036550;1.036560;0
